cell_id,city,lat,lon,distance_to_cbd_km_x,avg_price,price_std,transaction_count,avg_price_per_m2,avg_area_m2,first_year,last_year,price_trend,annualized_valuation,avg_travel_time_cbd_min,traffic_index,peak_hour_speed_kmh,transit_stops_count,walkability_score,connectivity_index,ndvi_mean,ndvi_std,built_up_index,green_space_ratio,night_lights_intensity,land_use_mix,hospitals_count,schools_count,supermarkets_count,parks_count,banks_count,restaurants_count,distance_to_cbd_km_y,nearest_hospital_km,nearest_school_km,nearest_park_km,population_density,median_income_usd,education_level,employment_rate,internet_penetration,crime_index,gini_coefficient,accessibility_score,service_density,ndvi,noise_proxy,valuation_trend
896bcf7266886fa4,Quito,-0.244676,-78.533888,10.109,118267.86,52147.23,6,800.46,319.8,2019,2024,0.067381,0.159769,23.5,15.4,53.2,3,35.2,38.2,0.3861,0.1849,0.3637,0.6182,33.64,0.4825,0,5,2,1,3,9,10.109,3.954,0.08,0.141,2828.2,989.01,12.83,0.9209,0.935,55.0,0.4402,33.5,20.0,0.3861,42.58,0.067381
8bb70df7e5f195f0,Quito,-0.217832,-78.320506,17.147,140520.79,98142.7,13,1190.02,117.9,2019,2024,0.1786,0.122778,41.2,0.3,60.0,1,30.9,31.0,0.4675,0.1113,0.1034,0.7931,12.97,0.2818,0,2,1,5,1,4,17.147,5.992,0.12,0.443,686.7,913.34,12.21,0.9348,0.7343,32.3,0.4006,24.31,13.0,0.4675,13.51,0.1786
88811249ab058255,Quito,-0.299052,-78.373172,17.064,121340.66,75563.94,73,890.95,225.4,2019,2024,0.071693,0.063212,42.1,0.1,55.5,1,19.7,11.2,0.4018,0.1805,0.1369,0.8355,2.75,0.3233,0,4,4,2,0,3,17.064,7.051,0.096,0.068,798.0,920.49,11.03,0.9089,0.6832,25.8,0.5289,13.89,13.0,0.4018,11.7,0.071693
8fb7dda51889a9c9,Guayaquil,-2.3,-79.949302,14.817,122330.14,71765.29,109,958.26,188.2,2019,2024,0.040213,0.02415,38.3,12.3,49.4,4,18.7,26.9,0.4731,0.055,0.0936,0.921,20.85,0.3408,0,0,1,1,0,3,14.817,5.259,5.415,0.237,200.0,1070.04,15.04,0.8889,0.7627,40.6,0.5169,26.17,5.0,0.4731,12.38,0.040213
8b28b220ea2b9458,Guayaquil,-2.155759,-79.868706,5.916,128206.47,79207.31,263,1000.85,211.9,2019,2024,0.161071,0.134151,18.6,12.4,52.8,6,55.9,51.0,0.3024,0.1031,0.3652,0.6344,58.27,0.6531,0,2,3,3,0,11,5.915,2.463,0.199,0.469,3328.1,1948.47,13.11,0.9384,0.7759,42.7,0.5076,53.59,19.0,0.3024,49.17,0.161071
86dba9ae8165eb4d,Guayaquil,-2.107768,-79.850582,10.363,118321.2,61464.91,83,1020.48,181.9,2019,2024,0.008605,-0.004638,24.7,8.5,54.4,9,27.0,43.0,0.3871,0.0562,0.3017,0.6277,38.47,0.4203,0,3,0,1,0,3,10.363,4.376,0.316,0.432,2298.9,1637.6,12.86,0.9231,0.81,39.8,0.4439,47.59,7.0,0.3871,23.0,0.008605
8903fe86c450edbe,Guayaquil,-2.200513,-79.960456,5.632,135440.91,78958.54,114,1036.76,236.2,2019,2024,0.037201,0.00353,10.0,40.6,38.9,5,43.0,51.1,0.3529,0.1362,0.4633,0.5071,50.11,0.5302,0,7,4,3,1,14,5.632,3.245,0.193,0.451,4549.7,1373.04,15.64,0.9729,0.8667,38.9,0.489,45.8,29.0,0.3529,72.63,0.037201
821110b4a65de73b,Guayaquil,-2.094927,-79.936739,8.552,137817.59,80967.43,357,1071.0,198.9,2019,2024,0.083283,0.071836,25.1,27.3,43.6,5,46.4,46.5,0.2677,0.1253,0.2712,0.828,25.75,0.5355,1,2,2,0,2,10,8.552,0.318,0.154,4.351,3725.3,1596.96,13.92,0.947,0.7654,37.5,0.4789,45.78,17.0,0.2677,54.01,0.083283
8a4379d17cbe53ae,Guayaquil,-2.281623,-80.019163,16.597,125204.66,97362.62,21,759.21,270.5,2019,2024,0.114056,0.180154,33.0,9.1,55.8,4,6.0,31.4,0.4627,0.0631,0.1293,0.8237,9.4,0.2536,0,3,2,3,0,2,16.597,6.791,0.228,0.357,871.5,853.77,11.7,0.9141,0.8466,17.1,0.4579,22.44,10.0,0.4627,12.73,0.114056
83ee4638d9dc3815,Guayaquil,-2.250452,-79.876498,10.168,123037.74,69507.91,97,914.36,233.1,2019,2024,0.064201,0.066598,25.5,24.2,45.6,6,31.5,40.0,0.3455,0.1876,0.3,0.678,29.68,0.4326,0,4,1,7,0,6,10.168,5.015,0.22,0.374,2316.9,929.85,10.98,0.9229,0.895,27.7,0.4916,40.53,18.0,0.3455,35.47,0.064201
86c2c74d56df9d1a,Guayaquil,-2.157538,-79.859583,6.855,135855.96,80717.97,192,1038.0,195.3,2019,2024,0.119618,0.08933,19.5,20.1,49.4,12,56.6,46.4,0.4066,0.0753,0.4573,0.4139,47.98,0.559,2,6,2,2,1,14,6.855,0.141,0.134,0.285,3313.6,947.02,12.96,0.9659,0.8647,57.1,0.5292,66.56,27.0,0.4066,58.8,0.119618
80e7618582030f12,Guayaquil,-2.207385,-79.906128,4.434,133049.03,80187.76,181,1029.52,200.7,2019,2024,0.113567,0.094104,11.0,51.6,27.8,11,58.7,64.2,0.2594,0.1716,0.5038,0.4046,65.55,0.6,1,5,8,1,1,17,4.434,0.294,0.124,0.164,5493.8,1179.03,14.63,0.9371,0.8636,41.6,0.5728,71.94,33.0,0.2594,81.65,0.113567
8c027b7366e64d8e,Guayaquil,-2.115261,-79.947068,6.789,136318.06,85236.05,117,1127.27,200.4,2019,2024,0.067407,0.082809,17.0,33.1,40.6,5,44.8,54.4,0.3235,0.1516,0.4968,0.4516,53.03,0.5876,0,7,2,2,1,9,6.789,2.754,0.37,0.433,2669.1,1035.23,14.48,0.955,0.9272,49.2,0.4481,47.51,21.0,0.3235,47.58,0.067407
867df4de09929766,Guayaquil,-2.130032,-79.977919,7.821,124677.6,58884.66,22,979.47,170.0,2019,2024,0.021534,0.031645,12.8,14.4,46.9,7,35.8,53.6,0.3542,0.1552,0.3443,0.6892,48.67,0.508,1,3,5,2,0,7,7.821,0.104,0.463,0.195,3040.3,972.63,14.63,0.9515,0.792,34.0,0.4789,48.98,18.0,0.3542,38.68,0.021534
8267c8b7bf35cb3e,Guayaquil,-2.201767,-79.953402,5.124,128988.65,80156.42,46,1095.58,157.7,2019,2024,0.035319,0.054728,12.6,30.4,42.4,8,53.0,45.4,0.3292,0.0984,0.5174,0.4175,75.11,0.6333,2,6,2,5,3,5,5.124,0.108,0.119,0.335,3663.6,1718.85,14.81,0.9542,0.7382,48.3,0.5355,56.06,23.0,0.3292,42.79,0.035319
800f580865aed227,Guayaquil,-2.274636,-79.87739,12.561,123133.38,56611.46,12,799.08,222.0,2019,2024,0.15066,0.113999,32.9,7.3,54.2,5,34.9,29.1,0.3921,0.0823,0.2425,0.7994,29.86,0.3621,0,5,2,3,0,11,12.561,4.934,0.458,0.239,1850.6,714.53,11.81,0.9259,0.7141,50.5,0.4761,35.96,21.0,0.3921,39.1,0.15066
84af267540e61b17,Guayaquil,-2.211073,-79.918907,4.569,131935.96,79598.86,159,1124.09,198.4,2019,2024,0.067103,0.059011,6.5,48.9,34.2,7,64.5,53.9,0.1844,0.0952,0.5682,0.4679,59.57,0.6257,2,3,2,1,2,14,4.569,0.174,0.112,0.178,5716.6,1211.33,14.84,0.9475,0.8705,49.1,0.5159,60.55,24.0,0.1844,82.01,0.067103
85b5bc02486fa4e0,Guayaquil,-2.127935,-79.880929,6.382,98079.77,37873.63,20,758.98,200.0,2019,2024,0.121616,0.12978,16.3,30.5,46.0,4,45.5,62.6,0.2954,0.1921,0.4032,0.5497,43.67,0.5614,2,8,1,6,1,12,6.382,0.16,0.461,0.466,3721.4,1105.29,14.39,0.9193,0.8338,55.7,0.4821,47.6,30.0,0.2954,59.81,0.121616
807d3e4c704fa43e,Guayaquil,-2.111779,-79.928617,6.544,157355.98,0.0,1,1219.81,129.0,2020,2020,0.0,0.0,19.0,22.3,50.3,13,45.6,45.7,0.3568,0.0877,0.3605,0.7202,48.79,0.6087,5,4,2,3,1,14,6.544,0.398,0.102,0.226,3089.1,1146.28,13.37,0.9668,0.8813,50.4,0.5172,61.95,29.0,0.3568,58.26,0.0
8408ae4ba7d43de1,Guayaquil,-2.207039,-79.926975,4.191,121014.08,73044.64,32,873.86,241.7,2019,2024,-0.120134,-0.095481,11.3,35.9,44.7,7,45.3,51.8,0.3145,0.1663,0.6104,0.51,59.53,0.7098,1,5,2,2,1,12,4.191,0.275,0.359,0.344,7195.4,944.24,15.47,0.9342,0.8684,58.2,0.4966,52.24,23.0,0.3145,73.87,-0.120134
8c9e3419ee17b18f,Guayaquil,-2.3,-80.046622,20.172,103172.97,46674.19,88,844.75,233.6,2019,2024,0.009984,0.005241,52.5,11.0,51.6,0,0.0,13.7,0.5023,0.1696,0.0824,0.9219,1.33,0.2899,2,0,2,2,0,5,20.172,0.387,7.714,0.271,200.0,750.41,12.08,0.9194,0.7736,26.1,0.3957,4.11,11.0,0.5023,16.7,0.009984
8cc9f0d73afcb163,Guayaquil,-2.285736,-80.007259,16.113,132508.91,77230.55,27,987.38,220.2,2019,2024,0.026942,0.024711,45.9,10.6,52.5,4,23.5,25.5,0.387,0.1902,0.0672,0.8114,24.07,0.3942,1,1,0,2,0,2,16.113,0.344,0.42,0.126,935.5,915.72,12.7,0.9142,0.8131,39.5,0.4809,27.67,6.0,0.387,13.59,0.026942
8164257baf4717da,Guayaquil,-2.13502,-79.999229,9.625,137077.58,84808.8,144,1010.58,218.9,2019,2024,0.032819,0.049532,25.1,13.4,56.9,7,35.3,40.9,0.3673,0.0909,0.2624,0.7799,35.8,0.4678,0,5,2,4,0,4,9.625,4.587,0.229,0.496,1796.8,1735.27,12.42,0.9473,0.7993,39.4,0.4914,44.97,15.0,0.3673,24.17,0.032819
8f43487efc1afee7,Guayaquil,-2.203089,-79.806318,13.157,118355.76,58552.26,48,892.68,242.2,2019,2024,-0.005687,-0.051241,36.3,8.2,52.1,1,13.2,33.5,0.4423,0.0738,0.1681,0.9355,21.19,0.4184,0,6,0,6,0,3,13.157,4.959,0.391,0.422,200.0,762.76,9.99,0.9001,0.8273,36.1,0.4709,17.98,15.0,0.4423,11.01,-0.005687
8bbaedefc492a799,Guayaquil,-2.201173,-79.855467,7.964,145720.39,96192.87,77,1063.81,229.3,2019,2024,0.184877,0.151075,17.5,33.4,33.7,7,33.5,49.2,0.3067,0.15,0.3938,0.5871,55.4,0.4563,1,5,0,3,2,7,7.964,0.143,0.24,0.129,3899.4,1013.65,14.45,0.9404,0.7839,37.2,0.4318,46.74,18.0,0.3067,49.88,0.184877
833dbb4a03912322,Guayaquil,-2.251692,-79.937976,9.301,117940.66,64536.3,155,986.34,187.5,2019,2024,0.021604,0.059741,24.3,22.9,50.8,9,35.0,42.4,0.3067,0.1152,0.3572,0.7108,29.41,0.5019,0,3,1,4,0,8,9.301,3.772,0.196,0.477,1767.6,1067.07,14.59,0.9095,0.8347,32.3,0.4816,50.61,16.0,0.3067,36.69,0.021604
886048306b329ca1,Guayaquil,-2.253127,-79.949665,9.813,112699.15,62197.6,41,930.4,198.5,2019,2024,0.033764,-0.016146,23.7,12.2,57.5,1,29.2,42.1,0.3189,0.057,0.3405,0.6416,26.97,0.5165,1,5,2,2,2,11,9.813,0.194,0.206,0.22,2189.8,1067.71,12.18,0.926,0.7577,35.0,0.479,26.96,23.0,0.3189,42.66,0.033764
863b545c4a1c5d19,Guayaquil,-2.096473,-80.071141,18.679,110279.4,62079.86,94,781.76,205.3,2019,2024,0.113733,0.086626,45.4,0.0,59.7,1,15.2,10.3,0.5126,0.1037,0.0658,1.0,18.0,0.3247,0,0,1,4,1,1,18.679,7.511,6.571,0.466,455.6,878.86,13.08,0.9029,0.691,45.9,0.4551,11.82,7.0,0.5126,4.96,0.113733
